state,name,key,stdcode
RJ,PRATAPGARH (S) (ARNOD),pratapgarh (s) (arnod),1479
RJ,RASHMI,rashmi,1471
RJ,CHURU,churu,1562
RJ,RAJGARH,rajgarh,1559
RJ,RATANGARH,ratangarh,1567
RJ,SARDARSHAHAR (S),sardarshahar (s),1564
RJ,"SARDARSHAHAR (N)- 
JAITSISAR","sardarshahar (n)- 
jaitsisar",1563
RJ,SRIDUNGARGARH (N)- DUNGARGH,sridungargarh (n)- dungargh,1565
RJ,"SRIDUNGARGARH (S) 
(SUDSAR)","sridungargarh (s) 
(sudsar)",1566
RJ,SUJANGARH(C) (BIDASAR),sujangarh(c) (bidasar),1560
RJ,SUJANGARH (E),sujangarh (e),1568
RJ,SUJANGARH (W) (LALGARH),sujangarh (w) (lalgarh),1569
RJ,TARANAGAR,taranagar,1561
RJ,AMBER (CHOMU),amber (chomu),1423
RJ,BASSI,bassi,1429
RJ,BASWA (BANDIKUI),baswa (bandikui),1420
RJ,DAUSA,dausa,1427
RJ,DUDU,dudu,1428
RJ,JAIPUR,jaipur,141
RJ,JAMWA-RAMGARH (ACHROL),jamwa-ramgarh (achrol),1426
RJ,KOTPUTLI,kotputli,1421
RJ,LALSOT,lalsot,1431
RJ,PHAGI,phagi,1430
RJ,PHULERA (E) (RENWAL),phulera (e) (renwal),1424
RJ,PHULERA (W) (SAMBHAR),phulera (w) (sambhar),1425
RJ,VIRATNAGAR (SHAHPURA),viratnagar (shahpura),1422
RJ,JAISALMER-1 (RAMGARH),jaisalmer-1 (ramgarh),2991
RJ,JAISALMER-10 (KHURI),jaisalmer-10 (khuri),3014
RJ,JAISALMER-11 (JAISALMER),jaisalmer-11 (jaisalmer),2992
RJ,JAISALMER-12 (DEVIKOT),jaisalmer-12 (devikot),2993
RJ,JAISALMER-13 (MYAJLAR),jaisalmer-13 (myajlar),3015
RJ,"JAISALMER-14 
(JHEENJANIYALI)","jaisalmer-14 
(jheenjaniyali)",3016
RJ,JAISALMER-2 (SADHNA),jaisalmer-2 (sadhna),3018
RJ,JAISALMER-3 (NEHDAI),jaisalmer-3 (nehdai),2999
RJ,JAISALMER-4 (SHAHGARH),jaisalmer-4 (shahgarh),3010
RJ,JAISALMER-5 (KHUIYALS),jaisalmer-5 (khuiyals),2998
RJ,JAISALMER-6 (PASEWAR),jaisalmer-6 (pasewar),3011
RJ,JAISALMER-7 (MOHARGARH),jaisalmer-7 (mohargarh),2997
RJ,JAISALMER-8 (MEHSANA),jaisalmer-8 (mehsana),3012
RJ,JAISALMER-9 (DHANAUA),jaisalmer-9 (dhanaua),3013
RJ,POKRAN-1 (NACHNA),pokran-1 (nachna),2995
RJ,POKRAN-2 (MADASAR),pokran-2 (madasar),3017
RJ,POKRAN-3 (LOHARKI),pokran-3 (loharki),2996
RJ,POKRAN-4 (POKRAN),pokran-4 (pokran),2994
RJ,POKRAN-5 (PHALSOOND),pokran-5 (phalsoond),3019
RJ,AKLERA,aklera,7431
RJ,GANGDHAR,gangdhar,7435
RJ,JHALAWAR,jhalawar,7432
RJ,KHANPUR,khanpur,7430
RJ,PACHPAHAR (BHAWANIMANDI),pachpahar (bhawanimandi),7433
RJ,PIRAWA (RAIPUR),pirawa (raipur),7434
RJ,CHIRAWA,chirawa,1596
RJ,JHUNJHUNU (N) (BISSAU),jhunjhunu (n) (bissau),1595
RJ,JHUNJHUNU (S),jhunjhunu (s),1592
RJ,KHETRI,khetri,1593
RJ,UDAIPURWATI,udaipurwati,1594
RJ,BILARA (N) (BHOPALGARH),bilara (n) (bhopalgarh),2920
RJ,BILARA (S) (PIPARCITY),bilara (s) (piparcity),2930
RJ,JODHPUR (E),jodhpur (e),291
RJ,JODHPUR (W) (JHANWAR),jodhpur (w) (jhanwar),2931
RJ,OSIAN (E) (DHANWARA),osian (e) (dhanwara),2927
RJ,OSIAN (N),osian (n),2922
RJ,OSIAN (S) (MATHANIA),osian (s) (mathania),2926
RJ,PHALODI (E) (LOHAWAT),phalodi (e) (lohawat),2923
RJ,PHALODI (N) (BAP),phalodi (n) (bap),2921
RJ,PHALODI (S),phalodi (s),2925
RJ,PHALODI (W) (BAROO),phalodi (w) (baroo),2924
RJ,SHERGARH (N) (BALESAR),shergarh (n) (balesar),2929
RJ,SHERGARH (N) (DEECHU),shergarh (n) (deechu),2928
RJ,ATRU,atru,7451
RJ,BARAN,baran,7453
RJ,CHHABRA,chhabra,7452
RJ,CHHIPABORAD,chhipaborad,7454
RJ,DIGOD (SULTANPUR),digod (sultanpur),7455
RJ,"KISHANGANJ 
(BHANWARGARH)","kishanganj 
(bhanwargarh)",7456
RJ,LADPU,ladpu,744
RJ,MANGROL,mangrol,7457
RJ,PIPALDA (SUMERGANJ MANDI),pipalda (sumerganj mandi),7458
RJ,RAMGANJ MANDI,ramganj mandi,7459
RJ,SAHABAD,sahabad,7460
RJ,SANGOD,sangod,7450
RJ,DEEDWANA,deedwana,1580
RJ,DEGANA,degana,1587
RJ,JAYAL,jayal,1583
RJ,LADNUN,ladnun,1581
RJ,MERTA (E),merta (e),1590
RJ,MERTA (W),merta (w),1591
RJ,"NAGAUR (E) (MUNDWA 
MARWAR)","nagaur (e) (mundwa 
marwar)",1584
RJ,NAGAUR (N),nagaur (n),1582
RJ,NAGAUR (W) (KHINWSAR),nagaur (w) (khinwsar),1585
RJ,NAWA (KUCHAMANCITY),nawa (kuchamancity),1586
RJ,PARBATSAR (N) (MAKRANA),parbatsar (n) (makrana),1588
RJ,PARBATSAR (S),parbatsar (s),1589
RJ,BALI (N),bali (n),2933
RJ,BALI (S),bali (s),2938
RJ,DESURI (RANI),desuri (rani),2934
RJ,JAITARAN,jaitaran,2939
RJ,MARWAR-Jn,marwar-jn,2935
RJ,PALI (N) (ROHAT),pali (n) (rohat),2936
RJ,PALI (S),pali (s),2932
RJ,RAIPUR,raipur,2937
RJ,SOJAT (SOJAT-CITY),sojat (sojat-city),2960
RJ,BAMANWAS,bamanwas,7467
RJ,BONLI,bonli,7466
RJ,GANGAPUR,gangapur,7463
RJ,HINDAUN,hindaun,7469
RJ,KARAULI,karauli,7464
RJ,KHANDAR,khandar,7468
RJ,MAHUWA,mahuwa,7461
RJ,SAPOTRA,sapotra,7465
RJ,SAWAIMADHOPUR,sawaimadhopur,7462
RJ,"DANTARAMGARH (E) 
(SHYAMJI)","dantaramgarh (e) 
(shyamji)",1576
RJ,DANTARA,dantara,1577
RJ,FAT,fat,1571
RJ,LAXMA,laxma,1573
RJ,LAXMANGAR,laxmangar,1570
RJ,NEEM,neem,1574
RJ,SIKAR,sikar,1572
RJ,SRIMADHOPUR,srimadhopur,1575
RJ,ABU ROAD,abu road,2974
RJ,AHORE,ahore,2978
RJ,BHINMAL (N),bhinmal (n),2969
RJ,BHINMAL (S) (JASAWANTPURA),bhinmal (s) (jasawantpura),2990
RJ,JALORE,jalore,2973
RJ,JALORE (W) (SAYLA),jalore (w) (sayla),2977
RJ,PINDWARA,pindwara,2971
RJ,REODAR,reodar,2975
RJ,SANCHORE (E),sanchore (e),2979
RJ,SANCHORE (W) (HADECHA),sanchore (w) (hadecha),2970
RJ,SHEOGANJ (POSALIYAN),sheoganj (posaliyan),2976
RJ,SIROHI,sirohi,2972
RJ,ANUPGARH (E),anupgarh (e),1498
RJ,ANUPGARH (W) (GHARSANA),anupgarh (w) (gharsana),1506
RJ,BHADRA,bhadra,1504
RJ,HANUMANGARH,hanumangarh,1552
RJ,NOHAR(C) (RAWATSAR),nohar(c) (rawatsar),1537
RJ,NOHAR (E),nohar (e),1555
RJ,NOHAR (W) (JEDASAR),nohar (w) (jedasar),1502
RJ,PADAMPUR,padampur,1505
RJ,RAISINGHNAGAR,raisinghnagar,1507
RJ,SADULSHAHAR,sadulshahar,1503
RJ,SANGARIA,sangaria,1499
RJ,SRIGANGANAGAR,sriganganagar,154
RJ,SRIKARANPUR,srikaranpur,1501
RJ,"SURATGARH (N) 
(GOLUWALA)","suratgarh (n) 
(goluwala)",1508
RJ,SURATGARH (S),suratgarh (s),1509
RJ,TIBBI,tibbi,1539
RJ,DEOLI,deoli,1434
RJ,MALPURA,malpura,1437
RJ,NEWAI,newai,1438
RJ,TODARAISINGH,todaraisingh,1433
RJ,TONK (N) (PIPLOO),tonk (n) (piploo),1435
RJ,TONK (S),tonk (s),1432
RJ,UNIAYARA,uniayara,1436
RJ,AMET,amet,2908
RJ,BHIM (N),bhim (n),2951
RJ,BHIM (S) (DAWER),bhim (s) (dawer),2909
RJ,DEOGARH,deogarh,2904
RJ,DHARIAWAD,dhariawad,2950
RJ,GIRWA (UDAIPUR),girwa (udaipur),294
RJ,GOGUNDA,gogunda,2956
RJ,JHADOL,jhadol,2959
RJ,KHERWARA,kherwara,2907
RJ,KOTRA,kotra,2958
RJ,"KUMBALGARH 
(CHARBHUJAJI)","kumbalgarh 
(charbhujaji)",2954
RJ,MALVI (FATEHNAGAR),malvi (fatehnagar),2955
RJ,NATHDWARA,nathdwara,2953
RJ,RAJSAMAND (KANKORLI),rajsamand (kankorli),2952
RJ,SALUMBER,salumber,2906
RJ,SARADA (CHAWAND),sarada (chawand),2905
RJ,VALLABHNAGAR,vallabhnagar,2957
TN,CHENGALPATTU,chengalpattu,4114
TN,KANCHEEPURAM,kancheepuram,4112
TN,MADURANTAGAM,madurantagam,4115
TN,PONNERI,ponneri,4119
TN,SRIPERUMPUDUR,sriperumpudur,4111
TN,TIRUTTANI,tiruttani,4118
TN,TIRUVELLORE,tiruvellore,4116
TN,CHENNAI,chennai,44
TN,ANAMALAI,anamalai,4253
TN,AVANASHI,avanashi,4296
TN,COIMBATORE,coimbatore,422
TN,METTUPALAYAM,mettupalayam,4254
TN,PALLADUM,palladum,4255
TN,POLLACHI,pollachi,4259
TN,TIRUPUR,tirupur,421
TN,UDUMALPET,udumalpet,4252
TN,ARAKANDANALLUR,arakandanallur,4153
TN,CHIDAMBARAM,chidambaram,4144
TN,CUDDALORE,cuddalore,4142
TN,GINGEE,gingee,4145
TN,KALLKURICHI,kallkurichi,4151
TN,TINDIVANAM,tindivanam,4147
TN,ULUNDURPET,ulundurpet,4149
TN,VILLUPURAM,villupuram,4146
TN,VIRUDHACHALAM,virudhachalam,4143
TN,DENKANIKOITAH,denkanikoitah,4347
TN,DHARMAPURI,dharmapuri,4342
TN,HARUR,harur,4346
TN,HOSUR,hosur,4344
TN,KRISHNAGIRI,krishnagiri,4343
TN,PALACODE,palacode,4348
TN,UTHANGARAI,uthangarai,4341
TN,BHAVANI,bhavani,4256
TN,DHARAMPURAM,dharampuram,4258
TN,ERODE,erode,424
TN,GOBICHETTIPALAYAM,gobichettipalayam,4285
TN,KANGAYAM,kangayam,4257
TN,KODUMUDI,kodumudi,4204
TN,MULANUR,mulanur,4202
TN,PERUNDURAI,perundurai,4294
TN,SATHIYAMANGALAM,sathiyamangalam,4295
TN,DEVAKOTTAI,devakottai,4561
TN,KARAIKUDI,karaikudi,4565
TN,MANAMADURAI,manamadurai,4574
TN,MUDUKULATHUR,mudukulathur,4576
TN,PARAMAKUDI,paramakudi,4564
TN,RAMANATHPURAM,ramanathpuram,4567
TN,RAMESHWARAM,rameshwaram,4573
TN,SIVAGANGA,sivaganga,4575
TN,TIRUPATHUR,tirupathur,4577
TN,BATLAGUNDU,batlagundu,4543
TN,CUMBUM,cumbum,4554
TN,DINDIGUL,dindigul,451
TN,KODAIKANAL,kodaikanal,4542
TN,MADURAI,madurai,452
TN,NATHAM,natham,4544
TN,ODDANCHATRAM,oddanchatram,4553
TN,PALANI,palani,4545
TN,THENI,theni,4546
TN,THIRUMANGLAM,thirumanglam,4549
TN,USILIAMPATTI,usiliampatti,4552
TN,VEDASANDUR,vedasandur,4551
TN,KUZHITHURAI,kuzhithurai,4651
TN,NAGERCOIL,nagercoil,4652
TN,GUDALUR,gudalur,4262
TN,KOTAGIRI,kotagiri,4266
TN,OOTACAMUND,ootacamund,423
TN,PONDICHERRY,pondicherry,413
TN,ATTUR,attur,4282
TN,METTURDAM,metturdam,4298
TN,NAMAKKAL,namakkal,4286
TN,OMALUR,omalur,4290
TN,RASIPURAM,rasipuram,4287
TN,SALEM,salem,427
TN,SANKAGIRI,sankagiri,4283
TN,TIRUCHENGODE,tiruchengode,4288
TN,VALAPADY,valapady,4292
TN,VELUR,velur,4268
TN,YERCAUD,yercaud,4281
TN,KARAIKAL,karaikal,4368
TN,KUMBAKONAM,kumbakonam,435
TN,MANNARGUDI,mannargudi,4367
TN,MAYILADUTHURAI,mayiladuthurai,4364
TN,NAGAPATTINAM,nagapattinam,4365
TN,ORATHANAD,orathanad,4372
TN,PAPANASAM,papanasam,4374
TN,PATTUKOTTAI,pattukottai,4373
TN,THANJAVUR,thanjavur,4362
TN,THIRURAIPOONDI,thiruraipoondi,4369
TN,TIRUVARUR,tiruvarur,4366
TN,AMBASAMUDRAM,ambasamudram,4634
TN,NANGUNERI,nanguneri,4635
TN,SANKARAN KOIL,sankaran koil,4636
TN,TENKASI,tenkasi,4633
TN,TIRUNELVELLI,tirunelvelli,462
TN,VALLIYOOR,valliyoor,4637
TN,ARANTANGI,arantangi,4371
TN,ARAVAKURICHI,aravakurichi,4320
TN,ARIYALUR,ariyalur,4329
TN,JAYAMKONDAN,jayamkondan,4331
TN,KARUR,karur,4324
TN,KEERANUR,keeranur,4339
TN,KULITHALAI,kulithalai,4323
TN,MANAPARAI,manaparai,4332
TN,MUSIRI,musiri,4326
TN,PERAMBALUR,perambalur,4328
TN,PONNAMARAVATHI,ponnamaravathi,4333
TN,PUDUKKOTTAI,pudukkottai,4322
TN,THURAIYURE,thuraiyure,4327
TN,TRICHY,trichy,431
TN,KOVILPATTI,kovilpatti,4632
TN,SRIVAIKUNDAM,srivaikundam,4630
TN,TIRUCHENDUR,tiruchendur,4639
TN,TUTICORIN,tuticorin,461
TN,VILATHIKULAM,vilathikulam,4638
TN,ARKONAM,arkonam,4177
TN,ARNI,arni,4173
TN,CHENGAM,chengam,4188
TN,GUDIYATHAM,gudiyatham,4171
TN,POLUR,polur,4181
TN,RANIPET,ranipet,4172
TN,TIRUPATTUR,tirupattur,4179
TN,TIRUVANNAMALAI,tiruvannamalai,4175
TN,TIRUVETTIPURAM,tiruvettipuram,4182
TN,VANIYAMBADI,vaniyambadi,4174
TN,VELLORE,vellore,416
TN,WANDIWASH,wandiwash,4183
TN,ARUPPUKOTTAI,aruppukottai,4566
TN,RAJAPALAYAM,rajapalayam,4563
TN,VIRUDHUNAGAR,virudhunagar,4562
UPE,ALLAHABAD,allahabad,532
UPE,BHARWARI,bharwari,5331
UPE,"KARCHHANA 
(SHANKERGARH)","karchhana 
(shankergarh)",5333
UPE,MEJA (SIRSA),meja (sirsa),5334
UPE,PHOOLPUR,phoolpur,5332
UPE,SORAON,soraon,5335
UPE,AZAMGARH,azamgarh,5462
UPE,GHOSI,ghosi,5461
UPE,LALGANJ,lalganj,5463
UPE,MAUNATHBHANJAN,maunathbhanjan,5464
UPE,PHULPUR-I (PHULPUR),phulpur-i (phulpur),5460
UPE,PHULPUR-II (ATRAWLIA),phulpur-ii (atrawlia),5465
UPE,SAGRI,sagri,5466
UPE,BAHRAICH-I (BAHRAILH),bahraich-i (bahrailh),5252
UPE,BAHRAICH-II (BHINGA),bahraich-ii (bhinga),5250
UPE,KAISARGANH-II (MAHASI),kaisarganh-ii (mahasi),5255
UPE,KAISARGANJ-I (KAISERGANJ),kaisarganj-i (kaiserganj),5251
UPE,NANPARAH-II (MIHINPURWA),nanparah-ii (mihinpurwa),5254
UPE,NANPARA-I (NANPARA),nanpara-i (nanpara),5253
UPE,BALLIA-I (BALLIA),ballia-i (ballia),5498
UPE,BALLIA-II (RANIGANJ),ballia-ii (raniganj),5496
UPE,BANSDEEH,bansdeeh,5494
UPE,RASARA,rasara,5491
UPE,BABERU,baberu,5190
UPE,BANDA,banda,5192
UPE,KARVI -I (KARVI),karvi -i (karvi),5198
UPE,KARVI-II (MANIKPUR),karvi-ii (manikpur),5194
UPE,MAU (RAJAPUR),mau (rajapur),5195
UPE,NARAINI (ATTARRA),naraini (attarra),5191
UPE,BARABANKI,barabanki,5248
UPE,FATEHPUR,fatehpur,5240
UPE,HAIDERGARH,haidergarh,5244
UPE,RAMSANEHI GHAT,ramsanehi ghat,5241
UPE,BANSI,bansi,5545
UPE,BASTI,basti,5542
UPE,DOMARIYAGANJ,domariyaganj,5541
UPE,HARRAIYA,harraiya,5546
UPE,KHALILABAD -I,khalilabad -i,5547
UPE,KHALILABAD-II (MEHDAWAL),khalilabad-ii (mehdawal),5548
UPE,NAUGARH-I (TETRIBAZAR),naugarh-i (tetribazar),5544
UPE,NAUGARH-II (BARHANI),naugarh-ii (barhani),5543
UPE,CAPTANGANJ (KHADDA),captanganj (khadda),5563
UPE,"CAPTANGANJ-I 
(CAPTANGANJ)","captanganj-i 
(captanganj)",5567
UPE,DEORIA,deoria,5568
UPE,PADRAUNA,padrauna,5564
UPE,SALEMPUR-I (SALEMPUR),salempur-i (salempur),5566
UPE,SALEMPUR-II (BARHAJ),salempur-ii (barhaj),5561
UPE,AURAIYA,auraiya,5683
UPE,BHARTHANA,bharthana,5680
UPE,BIDHUNA,bidhuna,5681
UPE,ETAWAH,etawah,5688
UPE,AKBARPUR-I (AKBARPUR),akbarpur-i (akbarpur),5271
UPE,AKBARPUR-II (JALALPUR),akbarpur-ii (jalalpur),5275
UPE,BIKAPUR,bikapur,5270
UPE,FAIZABAD,faizabad,5278
UPE,TANDA-II (BASKHARI),tanda-ii (baskhari),5274
UPE,TANDAI-I (TANDA),tandai-i (tanda),5273
UPE,CHHIBRAMAU,chhibramau,5691
UPE,FARRUKHABAD (FATEGARH),farrukhabad (fategarh),5692
UPE,KAIMGANJ,kaimganj,5690
UPE,KANNAUJ,kannauj,5694
UPE,BINDKI,bindki,5181
UPE,FATEH-PUR-I (FATEHPUR),fateh-pur-i (fatehpur),5180
UPE,FATEHPUR-II (GAZIPUR),fatehpur-ii (gazipur),5183
UPE,KHAGA,khaga,5182
UPE,GHAZIPUR,ghazipur,548
UPE,MOHAMDABAD,mohamdabad,5493
UPE,SAIDPUR,saidpur,5495
UPE,ZAMANIA,zamania,5497
UPE,BALARAMPUR-I (BALRAMPUR),balarampur-i (balrampur),5263
UPE,BALARAMPUR-II (TULSIPUR),balarampur-ii (tulsipur),5264
UPE,GONDA,gonda,5262
UPE,TARABGANJ-I (TERABGANJ),tarabganj-i (terabganj),5260
UPE,"TARABGANJ-II 
(COLONELGANJ)","tarabganj-ii 
(colonelganj)",5261
UPE,UTRAULA,utraula,5265
UPE,BANSGAON -I (BANSGAON),bansgaon -i (bansgaon),5525
UPE,BANSGAON-II (BARHAL GANJ),bansgaon-ii (barhal ganj),5521
UPE,GORAKHPUR,gorakhpur,551
UPE,MAHARAJGANJ,maharajganj,5523
UPE,"PHARENDA-I 
(COMPIERGANJ)","pharenda-i 
(compierganj)",5522
UPE,PHARENDA-II (ANAND NAGAR),pharenda-ii (anand nagar),5524
UPE,CHARKHARI,charkhari,5283
UPE,HAMIRPUR,hamirpur,5282
UPE,MAHOBA,mahoba,5281
UPE,MAUDAHA,maudaha,5284
UPE,RATH,rath,5280
UPE,BILGAM-I (MADHOGANJ),bilgam-i (madhoganj),5851
UPE,BILGRAM-II (SANDI),bilgram-ii (sandi),5855
UPE,HARDOI-I (HARDOI),hardoi-i (hardoi),5852
UPE,HARDOI-II (BAGHAVLI),hardoi-ii (baghavli),5850
UPE,SANDILA,sandila,5854
UPE,SHAHABAD,shahabad,5853
UPE,JAUNPUR,jaunpur,5452
UPE,KERAKAT,kerakat,5450
UPE,MACHLISHAHAR,machlishahar,5454
UPE,MARIYAHU,mariyahu,5451
UPE,SHAHGANJ,shahganj,5453
UPE,CHIRGAON (MOTH),chirgaon (moth),5170
UPE,GARAUTH,garauth,5171
UPE,JHANSI,jhansi,5174
UPE,LALITPUR-I (LALITPUR),lalitpur-i (lalitpur),5176
UPE,LALITPUR-II (TALBEHAT),lalitpur-ii (talbehat),5175
UPE,MAURANIPUR,mauranipur,5178
UPE,MEHRAUN,mehraun,5172
UPE,AKBARPUR,akbarpur,5111
UPE,BHOGNIPUR (PAKHRAYAN),bhognipur (pakhrayan),5113
UPE,BILHAUR,bilhaur,5112
UPE,DERAPUR (JHINJAK),derapur (jhinjak),5114
UPE,GHATAMPUR,ghatampur,5115
UPE,KANPUR,kanpur,512
UPE,KHERI-I (KHERI),kheri-i (kheri),5872
UPE,KHERI-II (BHIRA),kheri-ii (bhira),5870
UPE,MOHAMDI-I (MOHAMDI),mohamdi-i (mohamdi),5876
UPE,MOHAMDI-II (MAIGALGANJ),mohamdi-ii (maigalganj),5875
UPE,NIGHASAN-I (PALLIAKALAN),nighasan-i (palliakalan),5871
UPE,NIGHASAN-II (TIKONIA),nighasan-ii (tikonia),5873
UPE,NIGHASAN-III (DHAURAHRA),nighasan-iii (dhaurahra),5874
UPE,LUCKNOW,lucknow,522
UPE,MALIHABAD,malihabad,5212
UPE,BHOGAON,bhogaon,5673
UPE,JASRANA,jasrana,5671
UPE,KARHAL,karhal,5677
UPE,MAINPURI,mainpuri,5672
UPE,SHIKOHABAD,shikohabad,5676
UPE,CHUNUR,chunur,5443
UPE,DUDHI-I (DUDHI),dudhi-i (dudhi),5447
UPE,DUDHI-II (PIPRI),dudhi-ii (pipri),5446
UPE,MIRZAPUR-I (MIRZAPUR),mirzapur-i (mirzapur),5442
UPE,MIRZAPUR-II (HALLIA),mirzapur-ii (hallia),5440
UPE,ROBERTSGANJ -II (OBRA),robertsganj -ii (obra),5445
UPE,ROBERTSGANJ-I,robertsganj-i,5444
UPE,JALAUN,jalaun,5168
UPE,KALPI,kalpi,5164
UPE,KONCH,konch,5165
UPE,ORAI,orai,5162
UPE,KUNDA,kunda,5341
UPE,PATTI,patti,5343
UPE,PRATAPGARH,pratapgarh,5342
UPE,DALMAU-I (DALMAU),dalmau-i (dalmau),5317
UPE,DALMAU-II (LALGANJ),dalmau-ii (lalganj),5315
UPE,RAIBARELI,raibareli,535
UPE,SALON -I (SALON),salon -i (salon),5311
UPE,SALON-II (JAIS),salon-ii (jais),5313
UPE,JALALABAD,jalalabad,5843
UPE,POWAYAN,powayan,5844
UPE,SHAHJAHANPUR,shahjahanpur,5842
UPE,TILHAR,tilhar,5841
UPE,BISWAN,biswan,5863
UPE,MISRIKH -I (MISRIKH),misrikh -i (misrikh),5865
UPE,MISRIKH-II (AURANGABAD),misrikh-ii (aurangabad),5861
UPE,SIDHAULI (MAHMODABAD),sidhauli (mahmodabad),5864
UPE,SITAPUR,sitapur,5862
UPE,AMETHI,amethi,5368
UPE,KADIPUR,kadipur,5364
UPE,MUSAFIRKHANA,musafirkhana,5361
UPE,SULTANPUR,sultanpur,5362
UPE,HASANGANJ,hasanganj,5143
UPE,PURWA (BIGHAPUR),purwa (bighapur),5142
UPE,SAFIPUR,safipur,5144
UPE,UNNAO,unnao,515
UPE,BHADOHI,bhadohi,5414
UPE,CHAKIA,chakia,5413
UPE,CHANDAULI (MUGALSARAI),chandauli (mugalsarai),5412
UPE,VARANSI,varansi,542
UPW,ACHHNERA,achhnera,5613
UPW,AGRA,agra,562
UPW,FEROZABAD,ferozabad,5612
UPW,JARAR,jarar,5614
UPW,ALIGARH,aligarh,571
UPW,ATRAULI,atrauli,5723
UPW,HATHRAS,hathras,5722
UPW,KHAIR,khair,5724
UPW,SIKANDRA RAO,sikandra rao,5721
UPW,BADAUN,badaun,5832
UPW,BISAULI,bisauli,5834
UPW,DATAGANJ,dataganj,5831
UPW,GUNNAUR,gunnaur,5836
UPW,SAHASWAN,sahaswan,5833
UPW,AONLA -I,aonla -i,5823
UPW,AONLA-II (RAMNAGAR),aonla-ii (ramnagar),5824
UPW,BAHERI,baheri,5822
UPW,BAREILLY,bareilly,581
UPW,NAWABGANJ,nawabganj,5825
UPW,PITAMBERPUR,pitamberpur,5821
UPW,BIJNORE-I,bijnore-i,1342
UPW,BIJNORE-II (CHANDPUR),bijnore-ii (chandpur),1345
UPW,DHAMPUR,dhampur,1344
UPW,NAGINA,nagina,1343
UPW,NAJIBABAD,najibabad,1341
UPW,ALIGANJ (GANJDUNDWARA),aliganj (ganjdundwara),5740
UPW,ETAH,etah,5742
UPW,JALESAR,jalesar,5745
UPW,KASGANJ,kasganj,5744
UPW,BULANDSHAHR,bulandshahr,5732
UPW,DEBAI,debai,5734
UPW,GARHMUKTESHWAR,garhmukteshwar,5731
UPW,GHAZIABAD+DADRI,ghaziabad+dadri,120
UPW,HAPUR,hapur,122
UPW,KHURJA,khurja,5738
UPW,MODINAGAR,modinagar,1232
UPW,PAHASU,pahasu,5733
UPW,SIKANDRABAD,sikandrabad,5735
UPW,SIYANA,siyana,5736
UPW,CHHATA (KOSIKALAN),chhata (kosikalan),5662
UPW,MANT (VRINDAVAN),mant (vrindavan),5664
UPW,MATHURA,mathura,565
UPW,SADABAD,sadabad,5661
UPW,BAGHPAT-II (BARAUT),baghpat-ii (baraut),1234
UPW,MAWANA,mawana,1233
UPW,MEERUT,meerut,121
UPW,SARDHANA,sardhana,1237
UPW,AMROHA,amroha,5922
UPW,BILARI,bilari,5921
UPW,HASANPUR,hasanpur,5924
UPW,MORADABAD,moradabad,591
UPW,SAMBHAL,sambhal,5923
UPW,BUDHANA,budhana,1392
UPW,JANSATH (KHATAULI),jansath (khatauli),1396
UPW,KAIRANA (SHAMLI),kairana (shamli),1398
UPW,MUZAFFAR NAGAR,muzaffar nagar,131
UPW,BISALPUR,bisalpur,5881
UPW,PILIBHIT,pilibhit,5882
UPW,PURANPUR,puranpur,5880
UPW,RAMPUR,rampur,595
UPW,SHAHABAD,shahabad,5960
UPW,DEOBAND,deoband,1336
UPW,NAKUR (GANGOH),nakur (gangoh),1331
UPW,SAHARANPUR,saharanpur,132
UPW,ALMORA,almora,5962
UPW,BAGESHWAR,bageshwar,5963
UPW,CHAMPAWAT,champawat,5965
UPW,DHARCHULA,dharchula,5967
UPW,MUNSIARI,munsiari,5961
UPW,PITHORAGARH,pithoragarh,5964
UPW,RANIKHET,ranikhet,5966
UPW,CHAKRATA (DAKPATHER),chakrata (dakpather),1360
UPW,DEHRADUN,dehradun,135
UPW,CHAMOLI,chamoli,1372
UPW,JOSHIMATH-I,joshimath-i,1389
UPW,JOSHIMATH-II (BADRINATH),joshimath-ii (badrinath),1381
UPW,KARAN PRAYAG,karan prayag,1363
UPW,LANSDOWN-I,lansdown-i,1386
UPW,LANSDOWN-II (KOTDWARA),lansdown-ii (kotdwara),1382
UPW,LANSDOWN-III (SYUNSI),lansdown-iii (syunsi),1348
UPW,PAURI-I,pauri-i,1368
UPW,PAURI-II (BUBAKHAL),pauri-ii (bubakhal),1346
UPW,UKHIMATH (GUPTKASHI),ukhimath (guptkashi),1364
UPW,HALDWANI-I,haldwani-i,5946
UPW,HALDWANI-II (CHORGALIAN),haldwani-ii (chorgalian),5945
UPW,KASHIPUR,kashipur,5947
UPW,KHATIMA,khatima,5943
UPW,KHATIMA-II (SITARGANJ),khatima-ii (sitarganj),5948
UPW,KICHHA-I (RUDRAPUR),kichha-i (rudrapur),5944
UPW,KICHHA-II (BAZPUR),kichha-ii (bazpur),5949
UPW,NAINITAL,nainital,5942
UPW,ROORKEE-I,roorkee-i,1332
UPW,ROORKEE-II (HARDWAR),roorkee-ii (hardwar),1334
UPW,BHATWARI-I (UTTARKASHI),bhatwari-i (uttarkashi),1374
UPW,BHATWARI-I (GANGOTRI),bhatwari-i (gangotri),1377
UPW,DEOPRAYAG-I,deoprayag-i,1378
UPW,DEOPRAYAG-II (JAKHOLI),deoprayag-ii (jakholi),1370
UPW,DUNDA,dunda,1371
UPW,PARTAPNAGAR,partapnagar,1379
