key,value
jh-chakulia,832301:832302:832101,,
jh-chandankiyari,828134:828303,,
jh-chandil,832404:832401,,
jh-chatra,825401,,
jh-chhatarpur-jr,822113,,
jh-chirkunda,828209:828204:828205:828206:828207:828202:828203,,
jh-daltonganj,822102:822110:822101,,
jh-deoghar,814115:814142:814116:814143:814141:814114:814157:814120:814112:814113:814118:814122,,
jh-dhanbad,828301:826015:828110:828123:828133:828127:828128:828109:828131:828108:828104:828105:828106:828115:828130:828122:828135:828308:828124:828114:828132:828125:828302:828304:828116:826005:828121:828107:828309:828120:828305:828129:828103:828126:828113:828142:828112:826004:828117:828119:826001:828201:826007:826002:828111:828101:826003,,
jh-domchanch,825421:825137:825318:825410:825407:825418:825409:825109:825413,,
jh-dumka,814110:814101:814145:814151:814153,,
jh-garhwa,822133:822134:822114,,
jh-giridih,815314:815302:815305:815301:815303:815316:815312,,
jh-godabar,825403,,
jh-godda,814133,,
jh-gomoh,828306:828307:825167:825106:828401:828402,,
jh-gumia,825315:829112:829149,,
jh-gumla,835220:835207:835324:835208:835232:835233:835231,,
jh-hariharganj,822131,,
jh-hazaribagh,825302:825304:825335:825327:825303:825317:825411:825402:825301:825319,,
jh-itkhori,825408,,
jh-jagannathpur,833203:833212:833214,,
jh-jamshedpur,831004:831012:831014:831003:832110:831008:831010:831005:831015:831019:831018:831007:832108:832402:831009:832107:832109:831006:831017:831013:831001:821004:831011:831002:831035:831016:831020,,
jh-jamtara,815352:815354:815351,,
jh-japla,822117:822120:822116:822115,,
jh-kedla,829134:825314:829130:825336:825325:825326,,
jh-khalari-jr,829205:829209:829208:835214:829210:829201,,
jh-khunti,835234:835209:835216:835210:835221,,
jh-kolebira,835211:835201,,
jh-kundahit,815359:815355,,
jh-latehar,829207:829203:829206,,
jh-lohardaga,835302:835304:835305:835306:835213,,
jh-madhupur,815353:814149:815357:814146:814150:814166,,
jh-mahagama,814154:814155:814147:814165,,
jh-maheshpur,816106:814111:816117,,
jh-mahuadanr,822119,,
jh-manoharpur,833104,,
jh-nagar untari,822112:822129:822121:822128,,
jh-noamundi,833221:833217:833218:833213,,
jh-ormanjhi,835219,,
jh-pakur,816104:816107,,
jh-panki,822122:822123:822118,,
jh-patan,384265:384255:384110:384285:384260:384221:384275:384230:384272:384220,,
jh-patratu,829105:829124:829118:829143:829133:829119:829135:829120:829106:829125:829126,,
jh-peterbar,829121:829123:829110:829301:827302:829128,,
jh-phusro,829111:829114:829113:829132:829144:829127:828404:829116:828403:828102:829107:829104:825102,,
jh-poriyahat,814102:814158,,
jh-rajdhanwar,815318:815315:825412,,
jh-rajmahal,816116:816129:816108,,
jh-ramgarh,825101:829122:829146:829109:829101:829108:825103:829117:829150:829103:829129:825330:825316:829131:829102,,
jh-ranchi,835303:834003:835240:834011:835238:834008:834010:835217:834002:835103:834001:835215:834006:834004:834007:834009:835222:834012:835205:834005,,
jh-rangalia,814144:814148,,
jh-ranka,822125,,
jh-sahebganj,816109,,
jh-satbarwa,822126,,
jh-seraikella,833219:833216:833220:832119,,
jh-shikaripara,814119:816118:816103:814124:814103,,
jh-simdega,835224:835228:835226:835223:835235,,
jh-tamar,835225,,
jh-tandwa,825321,,
jh-tisri,815313:815317,,
jh-torpa,835227:835229,,
jk-akhnoor,181206:181207:181122:181201:181202:181204:181203,jk-akhnoor,1924
jk-anantnag,192221:192231:192211:192212:192101:192129:192201:192102:192401:192125:192233:192232:192124:192210:192305,jk-anantnag,1932
jk-bandipora,193504:193501:193502,,
jk-banihal,182146,,
jk-baramulla,193301:193123:193122:193303:193402:193101:193103,jk-baramulla,1952
jk-bhaderwah,182222:182200,,
jk-billawar,184210:184205:184203:182128:184202:184204,,
jk-chenani,182142:182161:182143:182141,,
jk-doda,182147:182202:182201,jk-doda,1996
jk-hiranagar,184144:184142:184148,,
jk-jakh,181141:181143:184120:181134,,
jk-jammu,181145:181121:181113:180003:180009:180012:180005:181008:181133:181152:181123:181205:181132:181221:180018:180006:180010:180019:180013:180001:180017:180020:181124:180002:181208:180011:180004:180015:180016:180007,jk-jammu,191
jk-kathua,184102:184151:184101:184104:184147:184143,jk-kathua,1922
jk-katra,181224:182320:182301,,
jk-kishtwar,182204,jk-kishtwar,1995
jk-kupwara,193302:193222:193223:193221:193224,jk-kupwara,1955
jk-poonch,185111:185211:185101,jk-poonch,1965
jk-pulwama,192301:192304:192306:192303:192123:192302,jk-pulwama,1933
jk-rajouri,185131:185212:185132:185234,jk-rajouri,1962
jk-ramban,182148:182144,jk-ramban,1998
jk-ramnagar-jk,182122,,
jk-reasi,182312:182311,jk-reasi,1991
jk-rs pura,181111:181101:181104:181102:181131:181103,,
jk-samba,184145:184121:184141,jk-samba,1923
jk-sopore,193201:193202,jk-sopore,1954
jk-srinagar,191201:190014:190023:190009:190012:190006:190004:191112:192122:190015:190018:193404:190008:191113:193121:193411:191102:190020:190003:191132:191121:191101:191111:193109:190007:190001:192121:193108:191103:193198:190025:190021:193401:190017:190002:191123:190011:190024:191131:190005:190019:190010,jk-srinagar,194
jk-sunderbani,185152:185155:185156:185203:185202:185153:185151,,
jk-udhampur,182124:182126:182121:182127:182125:182117:182104:182101,jk-udhampur,1992
ka-afzalpur,585212:585217:585301,,
ka-alnavar,581453:581121:581103:591301,,
ka-ankola,581321:581344:581326:581316:581353:581319:581314:581357,,
ka-arsikere,573103:573126:573122,,
ka-assaigoli,574153:574199:574160:575018,,
ka-athani,591256:591248:591232:591240:591212:591230:591304:591262:591173,,
ka-aurad,585443:585436:431741:585259:585417:585326:585428:585421,,
ka-badami,587201,,
ka-bagalkot,587128:587102:587111:587126:587101:587103:587204:587205:587120,,
ka-bagepalli,561207:563124:561212:561209,,
ka-bailhongal,591119:591121:591104:591102:591125:591147,,
ka-banavara,573125:573112,,
ka-bangalore,560061:560105:560116:560066:560055:560025:100003:560093:562149:560030:562107:560082:560080:560020:560242:560026:560073:560075:560083:560023:560012:560006:560110:560013:560035:560015:562106:560125:560096:560107:562157:560086:560059:562158:560098:560112:560011:560022:560002:560064:560014:560103:560072:560063:560062:560095:560034:560003:560028:560010:560009:560027:560067:560071:560078:560047:560068:560108:560043:560051:560104:560300:560079:560087:560005:560017:560102:560065:560031:560041:989895:560090:560050:560076:560048:560100:560042:560049:560081:560092:560069:560044:562125:560045:560007:560085:560056:560024:560019:560057:560099:560040:560074:560037:560070:562300:560033:560113:560018:560004:560115:560054:560094:560077:560021:560029:560008:560058:560039:560036:560001:560106:560053:560060:560111:560091:560052:560046:560032:560114:560097:560038:560109,,
ka-bangarapet,563162:563147:563114:563115:563118,,
ka-bantwal,574211:574323:574264:574219:574231:574143:574169:574222:574265:574301:574324,,
ka-basavakalyan,585419:585437:585327,,
ka-basavana bagewadi,586203,,
ka-belgaum,590008:591246:590013:590014:590016:591113:591139:591103:591109:590015:590005:591156:591254:590019:590004:590011:590006:590001:591221:590018:591243:591128:590012:590010:591143:590020:590002:590007:591124:591108:580010:590003:590009:590017,,
ka-bellary,583123:583275:583117:583104:583276:583138:583103:583101:583105:583111:583115:577540:583152:583102,,
ka-belthangady,574228:574224:574216,,
ka-belur,573121:573215:573101:573115,,
ka-bethamangala,563117:563113:563120:563121:563122:563116,,
ka-bhalki,585328:585411:585444,,
ka-bhatkal,581320:576244:581354:581350:576214:581421:576228,,
ka-bidar,585441:585226:585429:585403:585413:585402:585423:585422:585431:585427:585401:585425,,
ka-bijapur,586104:586108:586125:586105:586122:586103:586109:586113:586127:586119:586101:586106:586102,,
ka-byadagi,581106:581198,,
ka-byndoor,576220:576219:576232,,
ka-challakere,577543:577536:577538:577522,,
ka-chamarajanagar,571313:571174:571128:571146:571127:571115:571342:571316,,
ka-channagiri,577526:577554:577539:577215:577523:577213:577221:577531:577557:577243,,
ka-channapatna,571501:562138:562108:562160:562161,,
ka-channarayapatna,573131:573116:573225:573135:573124:573111,,
ka-chikkaballapura,563157:562103:562101:562102:562104:563128:562164:562105,,
ka-chikkamagalur,577111:577146:577101:577133:577168:577102,,
ka-chikkanayakanahalli,572214,,
ka-chikodi,591309:591216:591213:591239:591287:591247:591340:591313:591244:591305:591297:591236:591214:591242:591226:591222:591201:591510:591281:591264:591314,,
ka-chincholi,585307:585305:585324:585306,,
ka-chintamani,563161:563134:563125,,
ka-chitradurga,577502:577520:577541:577503:577532:577571:577501,,
ka-chittapur,585228:585225:585211:585238:585317:585229:585312,,
ka-dabaspete,562111:572140:561101:562132,,
ka-dandeli,581129:581363:581325:581365,,
ka-davangere,577003:577551:577534:577004:577556:577601:577589:577218:577588:577001:577591:577519:577544:577566:577514:577002:581123:577518:577005:577512:577231:577525:577006:577552,,
ka-devadurga,584126:584116:584111:584113,,
ka-devanahalli,562135:562129:562110,,
ka-dharwad,580118:580005:580002:580003:580011:580008:580006:580112:580001:581105:582222:580007:580114:581201:580009:580004,,
ka-doddaballapura,561204:561203:562163:561205,,
ka-eedu,574109,,
ka-gadag,582103:582204:582115:582112:582123:582120:582101:581107:581117:582116:582205:582117:582102:582210,,
ka-gangavathi,583282:583283:583268:583132:583235:584130:583227,,
ka-gauribidanur,561211:561210:561206:561228:561213:561208,,
ka-gokak,591307:591233:591318:591306:591107:591101:591122:591224:591218:591231:591344:591227:591308,,
ka-gonikoppal,571253:571216:571217:571219:571215:571254:571213,,
ka-gulbarga,585213:585101:585105:585333:585260:585109:585103:585106:585308:585104:585102,,
ka-gundlupet,571109:571123:571111,,
ka-gurmatkal,585214,,
ka-hagaribommanahalli,583212,,
ka-haliyal,581356:581329,,
ka-hangal,581102:581197:581104:581203,,
ka-hanur,571439:571444:571320:571443:571457,,
ka-harohalli,562121:562112,,
ka-harpanahalli,583127:583125:583131:583213:583137,,
ka-hassan,573213:573218:573128:573216:573201:573202:573220:573164:573118:573162:573212:573217:573226:573219,,
ka-haveri,581128:583216:581153:581202:583217:581112:581193:581118:581108:581126:581213:581132:581148:581101:581205:581110,,
ka-hiriyur,572143:577596:577558:577545:577598:577599:577511,,
ka-holenarasipur,573210:573211,,
ka-honnali,577516:577224:577223:577217:577530:577219:577230,,
ka-honnavar,581334:581327:581361:581423:581348:581338:581342:581341:581335,,
ka-hoovina hadagali,583226:582113:583224:583219:583220:583214:582118,,
ka-hosadurga,577597:577542:577533:577515:577527,,
ka-hosanagar,577418:577425,,
ka-hoskote,999985:999928:562122:999991:562114,,
ka-hospet,583223:583215:583203:583202:583233:583239:583204:583234:583222:583211:583201:583221:583225,,
ka-hubli,580028:580031:580032:581140:580030:580213:581212:580024:581113:580022:580020:581207:580025:580023:581196:580021:580026:580027:580029:581234,,
ka-huliyar,572119:572218:572228,,
ka-humnabad,585414:585412:585330:585415:585353:585418:585316:585331:585313:585329,,
ka-hunsur,571116:571189:571114:571134:571125:571105:571103:571106:571107:571121:571108,,
ka-ilkal,587202:587112:584114:587118:583281:587125:587154,,
ka-indi,586227:586209:586211:586204:586117:586217:586205:586112:586111:586242:586215:586207,,
ka-jamkhandi,587330:587301:587119:587311:587135,,
ka-jewargi,585303:585310,,
ka-kadaba,574285:574221:574229:574230,,
ka-kadur,577175:577547:577548:577245:577182:577116:577129:577140:577228:577550:577180:577145:577549:577138:577135,,
ka-kalaghatgi,581204,,
ka-kalasa,577181:577142:577121:577179:577124,,
ka-kanakapura,562126:562119:562117,,
ka-kanjarakatte,576121,,
ka-karkala,574108:576117:576111:574122:574244:574110:574129:574101:576126:574104:574114:574107:574102,,
ka-karwar,581352:581303:581305:581317:581345:581360:581304:581339:581324:581328:581308:581302:581306:581307:581301,,
ka-kerur,587203:587206:587156:587104:582206,,
ka-khanapur,591131:591302:591120,,
ka-kittur,581206:591118:591106:591115:591112:591153,,
ka-kolar,563126:563101:563102:563103:563133,,
ka-kolhar,586216:586210:586121:587116,,
ka-kollegala,571442:571801:571441:571440,,
ka-koppa-ka,577134:577120:577118:577127:577126,,
ka-koppal,583231:583238:583230,,
ka-kora,572128:572138,,
ka-koratagere,572121:572129,,
ka-kotturu,583136:583134,,
ka-kowthal,584138:584129:584120,,
ka-krishnarajngr,571601:571610:571608:571602:571604:571617:571603,,
ka-krishnarajpet,571812:571423:571426:571455:571436:571605,,
ka-kudligi,583135:583124,,
ka-kumta,581332:581362:581343:581323:581330:581440:581333:581351,,
ka-kundapura,576226:576212:576233:576235:576201:576283:576229:576247:576222:576227:576282:576216:576221:576231:576217:576211:576225:576254:576224:576230:576257,,
ka-kunigal,572142:562131:572126:572130:572120,,
ka-kurugodu,583116:583120:583129,,
ka-kushalnagar,571234:571187:571104:571102:571232,,
ka-kushtagi,583237:583279:583277:583278:584121,,
ka-lingasugur,584127:584122:584125:584139:584115,,
ka-maddur,571433:571429:571428:571476,,
ka-madhugiri,572112:572132:572175:572133,,
ka-madikeri,571248:571237:571201:571251,,
ka-magadi,562201:562127:562120,,
ka-mahalingpur,587316:587312:591235:587314:591312:591310:587134:587315,,
ka-malavalli,571475:571430:571422:571424:571417:571463:571421,,
ka-mallapur,581396:581400,,
ka-malur,563139:563160:563137:563130,,
ka-mandya,571427:571403:571477:571435:571478:571446:571425:571807:571404:571434:571438:571402:571401:571405:572123:571415:571419:571450,,
ka-mangalore,575011:575013:575004:575015:575001:575007:574151:575006:575008:575028:574173:575003:574189:575016:574166:575002:574145:575010:574142:575005:574509:575029:575012,,
ka-manipal,576107:576218:576115:576124:576223:576001:576108:576120:576106:576210:576114:576215:576234:576213:576101:576105:576102:576103:576113:576104:574118,,
ka-mannaekhelli,585227,,
ka-manvi,584123:584203:584143,,
ka-molakalmuru,515872:577529:577535:583128:583126:583218:583130,,
ka-moodabidri,574237:574266:574267:574274:574242:574213:574226:574272:574144:574225:574165:574197:574162:574164:574227:574236,,
ka-mudarangady,574111:576122:574116:574112:574105:574113:574138:574119:576127:574117:574139:574106:574115:574504:574103,,
ka-muddebihal,586129:586213:586212:585219:587207:587115:586124:586116:586201:586245,,
ka-mudhol,587113:587319:587122:591136:587117:587313:587121,,
ka-mudigere,577113:577132,,
ka-mulbagal,563136:563132:563131:563127,,
ka-mundgod,581349:581411,,
ka-munuvalli,591126:591111:591116:591117,,
ka-mysore,570010:571321:570004:570028:570003:570032:570009:571124:570001:570025:570014:571110:571122:571607:570033:570008:570021:570029:570019:570007:570012:570013:570016:570030:570027:571186:570023:571120:570020:570018:571606:570011:570022:570015:571101:570024:570002:570031:570005:571130:570006:570026:570017:570034,,
ka-nagamangala,571431:571432:571811:571448:571445:571416:571802:571418,,
ka-nanjangud,571118:571119:571315:571325:571302:571301:571311:571129:571314:571312,,
ka-navalgund,582201:581209:582208,,
ka-nelamangala,560089:562123:562162:560088,,
ka-nipani,591228:591237:591241:591238:591263:591219:591211:591215:591229:591225,,
ka-panja,574232:574238:574328,,
ka-pavagada,572136:561202:572141,,
ka-puttur,574202:574259:574258:574210:574326:574325:574203:574241:574201,,
ka-raibag,591220:591317:591217:591311,,
ka-raichur,584102:584201:584118:584135:584134:584101:584140:584133:584202:584170:584104:584103,,
ka-ramanagara,561201:571511:562159:562109:562128,,
ka-ramanathapura,573102:573130:573150:573113:573133:573142:573136:573120:573147,,
ka-ramdurg,587155:591127:591123,,
ka-ranebennur,581208:581210:581109:581115:581143:581145:581116:581211:581119:581111,,
ka-rona,582111:582209:582217:587114:582119:582202:582211:582203:581165,,
ka-sagara,577244:577417:577401:577430:577434,,
ka-sakleshpur,573129:573214:573165:573134:573127,,
ka-sandur,583118:583119,,
ka-saundatti,591110,,
ka-sedam,585292:585222:585320:585210:585318,,
ka-shahapur,585223:585309:585323:585287,,
ka-shanivarasanthe,573137:571231:571235:571236,,
ka-shimoga,577416:577229:577301:577211:577302:577227:577205:577115:577247:577144:577451:577204:577216:577202:577303:577321:577233:577220:577203:577201:577128:577222,,
ka-shiralakoppa,577413:577433:577428,,
ka-shorapur,585224:585290:585216:585304:585220,,
ka-siddapur,581322:577421:581355:577435,,
ka-sindagi,586128:586206:586142:586220:586202:586120:586115:586123,,
ka-sindhanur,584128:584132:583229,,
ka-sirsi,581403:581402:581346:577419:581340:581401:581336:581450:581318:581358,,
ka-siruguppa,583122:583121:583114:584167,,
ka-soraba,577429,,
ka-sringeri,577112:577139:577411:577123,,
ka-srinivaspur,563138:563135,,
ka-sullia,574314:574223:574218:574234:574248:574212:574239:574313:574327,,
ka-surathkal,574179:575026:575021:574141:575025:575019:574154:574150:574146:575014:575030:574148:574158,,
ka-talikoti,586118:585237:585291:586214:586208,,
ka-tavarekere,562130,,
ka-thirthahalli,577246:577412:577426:577440:577232:577432:577423:577422:577125:577448:577415:577414:577436,,
ka-tiptur,572201:572224:572202:572217:572226:572114:573119,,
ka-tumkur,572223:572107:572105:572102:572117:572103:572118:572168:572219:572145:572104:572122:572106:572222:572216:572101,,
ka-turuvukere,572215:572220:573141:572212:572225:572211:572227:572221,,
ka-ugar,591234:591303:591315:591316:591223,,
ka-ullal,575022:575020:574161:575027:575023:575024:575009:575017,,
ka-virajpet,571212:571218:571211,,
ka-vitla,574235:574260:574253:574220:574279:574243,,
ka-yadgir,585321:585315:585221:585319:585202:585201,,
ka-yaragatti,591129,,
ka-yedrami,585325,,
ka-yelburga,583284:582114:583232:583236,,
ka-yellapur,581359:581337:581412:581347,,
ka-yellare,576112,,
kh-chuyadanga,7200:7222:7220:7221:7211:7230:7210:7201,,
kh-jessore,7410:7405:7470:7501:7403:7420:7404:7401:7400:7430:7402:7460:7500:7450:7520:7407:7440:7406,,
kh-jhenaidah,7321:7310:7300:7340:7320:7301:7351:7330:7350,,
kh-khulna,9206:9251:9281:9220:9222:9207:9280:9205:9284:9270:9210:9231:9208:9252:9241:9261:9253:9000:9221:9223:9271:9240:9242:9230:9100:9260:9282:9272:9224:9291:9202:9250:9273:9285:9283:9204:9203:9201:9290,,
kh-kushtia,7110:7020:7003:7040:7011:7030:7052:7002:7102:7031:7041:7042:7001:7100:7032:7000:7152:7021:7101:7010:7050:7051,,
kh-magura,7611:7620:7612:7630:7600:7631:7632:7610,,
kh-narail,7513:7511:7510:7521:7512:7514,,
kl-adimali,685562:685561:685611:685571,,
kl-adoor,690540:690520:691524:689648:691553:689516:691551:691529:691523:690571:689518:691556:691554:691528:690504:691555:689512:691526:691525:691552:689513:691530,kl-adoor,4734
kl-agali,678581,,
kl-akaloor,679515:678633:678573:679512:678641:678572:679514:678642:679516:678571:678722:678613:678612,,
kl-alakode,670571:670582:670581,,
kl-alappuzha,688564:688002:688532:688525:688523:688538:688511:688546:688011:688584:688531:688008:688512:688530:688533:688524:688009:688586:688544:688529:688566:688013:688558:688587:688536:688004:688502:688561:688508:688542:688567:688501:688541:688559:688543:688539:688001:688006:688010:688540:688556:688521:688527:688557:688012:688003:688014:688582:688526:688522:688545:688007:688528:688555:688505:688005:688554:688552,,
kl-aluva,683543:683103:999994:683576:683586:683571:683563:683111:683592:683582:683572:683579:683501:683578:683589:683591:683585:683502:683577:680734:683110:683101:683573:683511:683108:683112:683106:683102:683544,,
kl-anjumoorthy,678685:678682:678704:678687:678543:678705:678689:678684:678542:678686:678548:678510:678683:678681:678706:678541:678545:678703:678546:678688,,
kl-areacode,673607:673641:673602:673640:673645:673639:673644,,
kl-arimbur,680016:680612:680620:680617:680003:680012:680621:680549:680553:680563:680027:680555:680613:680011:680017:680642:680007:680571:680002:680570:680614:680569:680618:680015:680541:680551:680619:680545:680611:680004:680641,,
kl-attingal,695103:695605:695308:695144:695102:695105:695317:695104:695307:695318:695305:695303:695312:695313:695302:695101:695304:695106:695142:695309:695306:695611,kl-attingal,470
kl-ayoor,691321:691333:691532:691324:691315:691510:689703:691517:691322:691316:691306:691539:691545:691537:691519:691329:691534:691307:691533:691330:691312:691516:691326:691548:689696:691332:691311:691331:691305,,
kl-chalakudy,680684:680722:680697:680309:680307:680316:680736:680693:680325:680732:680699:680689:680735:680721:680741:680308:680731:680311,,
kl-changanacherry,686538:686106:686102:686104:686026:686101:686532:688506:686013:686012:686534:686535:686531:686021:686023:686533:686103:686029:686549:686040:686552:686007,,
kl-chavassery,670632:670703:670705:670702:670704:670631:670593:670706,,
kl-chengannur,689546:689126:689520:689123:689547:689125:689122:689124:689506:689543:689106:689541:689510:689511:689542:689109:689508:689121:689583:689551,,
kl-cherpulassery,679502:679336:679522:679505:679335:679104:679503:679504:679506:679501,,
kl-chiramanangad,680601:679561:680584:680543:680523:680521:680517:680546:680542:680519:679563:680503:680604:680505:680501:680544,,
kl-chungatra,679333:679334,,
kl-cochin,682036:682309:682013:682304:682016:682002:682502:682040:682019:682509:682032:682508:682000:682001:682503:682507:682510:682017:682306:682028:682014:682031:682015:682003:682020:682006:682320:681029:682022:682511:682033:682501:683515:682301:683514:682504:682029:682010:682305:682008:682302:682505:682312:682004:682009:682005:682035:682018:682011:682007:682038:682506:683504:683109:682307,,
kl-edappal,679553:679584:679585:679552:679575:679578:679580:676110:679574:679581:679554:679576:679551:679587:679594:679591,,
kl-edavanna,679329:676123:679339:676542:679330:679348:676541:679328,,
kl-elamakkara,682023:682034:682024:682012:682026:682025:682027:682041,,
kl-ezhupunna,688548:688550:688535:688534:688537,,
kl-haripad,690560:689624:690531:690511:689623:690532:689622:690517:690550:690548:690506:690105:690513:690549:690554:690104:690535:690103:690516:690555:688565:689573:690566:690572:690508:690563:690515:690512:690514:688562:690567:690507:689627,,
kl-iddukki,685602:685603:685604:685606:685609,,
kl-irinjalakuda,680703:680125:680712:680694:680661:680565:680688:680695:680568:690565:680701:680564:680561:680672:680122:680711:680687:680323:680702:680566,kl-irinjalakuda,480
kl-kallikkad,695510:695507:695512:695572:695574:695130:695573:695125:695575:695571,,
kl-kalpetta,673121:673577:673576:673122:673123:673575:673124,kl-kalpetta,4936
kl-kanhangad,671531:671329:671315:671316:671320,kl-kanhangad,4997
kl-kanjiramattom,686614:686609:682313:686615:682317:686664:682315:682314:682319:686663:686616,,
kl-kannapuram,670301:670561:670304:670325:670331:670302,,
kl-kannur,670014:670594:670622:670330:670001:670601:670339:670337:670006:670614:670016:671350:670563:670003:670567:670503:670603:670612:670566:670507:670309:670334:670591:670308:670303:670009:670562:670010:670597:670332:670595:670327:671311:670144:671221:670346:670005:670018:670504:670343:670011:670611:670142:670358:670307:670565:670502:670613:670015:670564:670310:670305:670143:670604:670333:670002:670141:670621:670013:670602:670012:670007:670017:670004:670314:670592:670008:670315:670312:670501,,
kl-karimba,678631:678597:678596:678591:678632,,
kl-karukachal,686521:686515:689597:689589:686536:689602:686541:686540:686546:686539:689587:689588:686516:686502:689584:689594:686555:689585:686542:686545,,
kl-kasaragod,671551:671123:671125:671124:671544:671542:671121:671321:671552:671122:671324,,
kl-kattappana,685507:685514:685551:685515:685614:685508:685506:685511,,
kl-kayamkulam,690551:690106:690102:690547:690502:689519:690559:690526:690108:690107:690557:690110:690533:690109:690541:690501:690570:690510:690537:690503:690505:690534:690558:690530:690552:690556:689632:690561:690527:690101,,
kl-kazhakkoottam,695585:695586:695583:695315:695582:695022:695316:695011:695587:695581:695017:695031:695301:695016,,
kl-kilimanoor,695614:691535:695601:691536:695612:695602,,
kl-kodungallur,680666:680669:680124:680670:680691:680663:683523:680664:680682:680667:680123:680733:680668:680665:680671:680685:680673,,
kl-kollam,691005:691020:691501:690525:690573:691334:691004:691580:691602:691011:691018:690543:691002:691318:691302:691304:691589:691500:691603:690523:691581:691562:691007:691021:691578:690568:691511:691582:691017:691014:690522:691003:691010:691504:690569:691019:691303:691008:690519:690546:691502:691573:691585:691009:691012:691006:691301:691587:691583:691590:690528:691319:690536:691572:691016:690524:691577:690542:691503:690574:690538:691515:690521:691571:691588:691584:690539:691601:691579:691576:690518:691604:691015:691013:691001:690544,,
kl-koothattukulam,686667:686636:685583:686662:686610:686665,,
kl-kottarakkara,691560:691522:691543:691506:689695:691540:691521:691625:691531:691544:691520:691538:691514:691557:691566:691547:691505:691508:691518:695120:691512:691507:691550:691623:691509,,
kl-kottayam,686638:686637:686505:686630:686519:686601:686602:686035:686520:686005:686027:686024:686010:686020:686146:686641:686014:686032:686563:686037:686517:686613:686041:686033:686038:686522:686564:686145:686508:686036:686143:686011:686506:686025:686507:686561:686030:686003:686019:686008:686608:686603:686001:686039:686607:686034:686617:686002:686560:686568:686518:686562:686587:686018:686006:686141:686004:686642:686016:686142:686123:686640:686017:686501:686612:686022:686009:686028:686144:686600:686015:686504,kl-kottayam,481
kl-koyilandy,673306:673327:673318:673326:673323:673321:673307:673325:673623:673304:673529:673305:673618:673620,,
kl-kozhenchery,689548:689643:689642:689641:689550:689544:689533:689586:689612:689611:689545:689660:689549:689654:689652:689514:689616:689644:689613:689531:689532:689614:689650,,
kl-kozhikode,673001:673012:673019:673317:673303:673024:673314:673638:673652:673631:673004:673519:673027:673328:673611:673017:673637:673003:673655:673026:673634:673018:673301:673632:673010:673643:673016:673029:673032:673011:673028:673025:673635:673619:673633:673005:676319:673648:673014:673636:673006:673002:673013:673020:676315:673653:673617:673302:673009:673647:673015:673021:676312:673008:673007:673616,,
kl-kumily,685536:685533:685539:685535:685537:685509:685512:685502,,
kl-kunnathunad,682308:683562:682039:683565:682042:683561:682310:682037:682030:682303,,
kl-kuthumkal,685554:685618:685563:685566:685619,,
kl-kuthuparamba,670693:670643:670691:670650:670701,,
kl-kuttiady,673515:673513:673516:673511:673508,,
kl-kuttikol,671543:671541,,
kl-mahe,673309:673311:673308:673316:673313:673312,,
kl-malappuram,676514:676513:676509:676505:676515:676511:673651:679324:673642:676507:676506:676304:676320:676317:676318:676309:676311:676519:676308:676303:676510:676504:676305:676508:676528:676306:673649:676121:676517,,
kl-mananthavadi,673578:670645:673589:670731:670646:670644,,
kl-manjeshwar,671323:671348:671322,,
kl-mundakayam,686514:686509:685501:685503:686513:686512:685505:685531,,
kl-munnar,685613:685612:685616:685565,kl-munnar,4865
kl-muvattupuzha,686669:683555:686730:683583:686676:686674:686668:686670:686686:682316:686677:686671:686679:686672:686673:686661:682311:686687:686721,kl-muvattupuzha,485
kl-narikkuni,673601:673570:673572:673661:673585:673571,,
kl-nedumangad,695557:695568:695541:695543:695564:695542:695544:695547:695561,,
kl-nedumkandam,685552:685553,,
kl-nenmara,678508:678512:678507:678506,,
kl-neyyattinkara,695122:695127:695503:695132:695501:695124:695128:695131:695524:695528:695126:695504:695513:695134:695121:695525:695133:695123:695508:695526:695502:695506,,
kl-nilambur,679332:679344:679331,kl-nilambur,4931
kl-nileshwar,671314,,
kl-north paravur,683522:683512:683594:683520:683518:683513:683517:683521:683519:683516,,
kl-pala,686523:686121:686579:686580:686571:686653:686578:686573:686575:686651:686584:686585:686124:686634:686635:686583:686582:686652:686574:686572:686577:686122:686503:686581:686576:686595:686597,,
kl-palakkad,678553:678624:678010:678554:678731:678557:678594:678018:678531:678006:678020:678651:678103:678004:678007:678621:678009:678707:678003:678615:678575:678701:678104:678001:678559:678501:678015:678732:678505:678555:678503:678592:678012:678552:678002:678013:678702:678551:678532:678008:678101:678671:678019:678622:678502:678733:678014:678533:678556:678504:678005:678623:678611:678011:678102:678721:678534:678600:678558,,
kl-pangodu,695616:695563:695608:691541:695562:695610:695609:691559,,
kl-parippally,695603:695146:691574:695143:695141:695311:695145:695310:695604,,
kl-pathanamthitta,689517:690001:689504:689671:689668:689666:689694:689646:689698:689501:689693:689505:689507:689659:689649:689664:689722:689625:689515:689691:689503:689665:689656:689678:689647:689723:689502:689692:689721:690529:690509:690010:689653:689680:689661:689645:689681:689509:689521,kl-pathanamthitta,4733
kl-payyanur,670306:670511:670353,kl-payyanur,4985
kl-pazhayannur,679101:679105:679511:678544:679301:678574:680588:679103:680594:679102:679302:679106:680587:680586:678547,,
kl-perambra,673532:673527:673523:673526,,
kl-peravoor,670677:670651:670674:670673,,
kl-perinthalmanna,679340:679321:679323:679351:679322:679325:679357,kl-perinthalmanna,4933
